"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MIN","T2M_MAX","PRECTOTCORR","RH2M","WS10M","ALLSKY_SFC_PAR_TOT"
"5228",46.29,-63.12,2004,6,22,174,2004-06-22,-6.45,-5.45,1.01,84.94,5.91,0.86
"5229",46.29,-63.12,2004,6,23,175,2004-06-23,-6.05,-1.99,10.09,92.44,8.2,0.7
"5230",46.29,-63.12,2004,6,24,176,2004-06-24,-2.01,-1.03,8.8,91.06,12.77,0.84
"5231",46.29,-63.12,2004,6,25,177,2004-06-25,-3.6,-1.83,2.4,88.81,10.23,0.91
"5232",46.29,-63.12,2004,6,26,178,2004-06-26,-5.49,-1.85,1.87,87.56,11.77,0.7
"5233",46.29,-63.12,2004,6,27,179,2004-06-27,-5.67,-4.28,2.55,86.31,9.38,0.91
"5234",46.29,-63.12,2004,6,28,180,2004-06-28,-9.84,-4.42,0.93,83.31,10.2,1.03
"5235",46.29,-63.12,2004,6,29,181,2004-06-29,-12.2,-3.45,1.05,90.06,6.97,1.01
"5236",46.29,-63.12,2004,6,30,182,2004-06-30,-9.22,-2.16,1.47,84.62,9.07,1.08
"5237",46.29,-63.12,2004,7,1,183,2004-07-01,-12.82,-8.81,0.22,84.56,4.02,1.05
"5238",46.29,-63.12,2004,7,2,184,2004-07-02,-13.33,-10.27,0.78,93.88,5.16,1.06
"5239",46.29,-63.12,2004,7,3,185,2004-07-03,-12.3,-1.81,9.23,95.62,9.79,1.08
"5240",46.29,-63.12,2004,7,4,186,2004-07-04,-12.07,-1.45,6.47,92.81,10.7,1.13
"5241",46.29,-63.12,2004,7,5,187,2004-07-05,-14.01,-11.14,2.03,97.06,8.44,0.97
"5242",46.29,-63.12,2004,7,6,188,2004-07-06,-14.28,-10.69,0.6,90.12,3.93,1.29
"5243",46.29,-63.12,2004,7,7,189,2004-07-07,-16.71,-14.56,0.75,91.81,3.79,1.38
"5244",46.29,-63.12,2004,7,8,190,2004-07-08,-18.01,-15.61,0.35,88.12,5.91,1.51
"5245",46.29,-63.12,2004,7,9,191,2004-07-09,-21.79,-17.22,0.39,92.56,4.89,1.7
"5246",46.29,-63.12,2004,7,10,192,2004-07-10,-22.7,-21.78,0.23,95,3.69,1.9
"5247",46.29,-63.12,2004,7,11,193,2004-07-11,-21.67,-11.22,0.82,95,4.62,2.2
"5248",46.29,-63.12,2004,7,12,194,2004-07-12,-10.48,-4.04,3.16,97.94,11.09,1.91
"5249",46.29,-63.12,2004,7,13,195,2004-07-13,-4.45,-3.47,2.25,97.5,6.79,2.11
"5250",46.29,-63.12,2004,7,14,196,2004-07-14,-11.58,-5.02,1.09,98.06,4.36,2.38
"5251",46.29,-63.12,2004,7,15,197,2004-07-15,-10.62,-6.97,2.64,98.06,6.7,2.1
"5252",46.29,-63.12,2004,7,16,198,2004-07-16,-8.73,-6.87,1.66,95.25,5.64,2.59
"5253",46.29,-63.12,2004,7,17,199,2004-07-17,-11.7,-8.98,1.96,95.38,5.54,2.67
"5254",46.29,-63.12,2004,7,18,200,2004-07-18,-14.88,-9.54,0.74,90.19,7.55,2.8
"5255",46.29,-63.12,2004,7,19,201,2004-07-19,-18.11,-6.88,5.57,91.56,6.91,2.96
"5256",46.29,-63.12,2004,7,20,202,2004-07-20,-18.14,-14.26,1.29,97.44,10.48,4.34
"5257",46.29,-63.12,2004,7,21,203,2004-07-21,-23.55,-17.27,0.44,99,8.52,5.61
"5258",46.29,-63.12,2004,7,22,204,2004-07-22,-22.43,-5.66,2.14,97.5,6.3,3.4
"5259",46.29,-63.12,2004,7,23,205,2004-07-23,-6.19,-2.85,2.66,98.25,7.34,5.48
"5260",46.29,-63.12,2004,7,24,206,2004-07-24,-9.94,-2.77,2.84,88.56,8.18,4.1
"5261",46.29,-63.12,2004,7,25,207,2004-07-25,-15.48,-9.95,2.69,94,7.65,4.8
"5262",46.29,-63.12,2004,7,26,208,2004-07-26,-14.02,-10.43,1.11,95.69,4.36,4.65
"5263",46.29,-63.12,2004,7,27,209,2004-07-27,-13.45,-11.05,1.75,92.81,8.45,4.78
"5264",46.29,-63.12,2004,7,28,210,2004-07-28,-19.81,-13.85,0.53,92.44,9.09,7.33
"5265",46.29,-63.12,2004,7,29,211,2004-07-29,-22.82,-20.02,0.28,94.38,6.86,9.04
"5266",46.29,-63.12,2004,7,30,212,2004-07-30,-24,-21.07,0.21,88.19,2.38,9.57
"5267",46.29,-63.12,2004,7,31,213,2004-07-31,-27.31,-22.48,0.11,93.56,5.36,6.15
"5268",46.29,-63.12,2004,8,1,214,2004-08-01,-28.67,-26.81,0.22,100,6.28,8.62
"5269",46.29,-63.12,2004,8,2,215,2004-08-02,-29.13,-22.6,0.2,99.94,4.23,16.45
"5270",46.29,-63.12,2004,8,3,216,2004-08-03,-21.55,-11.85,1.29,98.88,5.88,15.37
"5271",46.29,-63.12,2004,8,4,217,2004-08-04,-17.17,-11.45,3.27,96.75,9.27,37.89
"5272",46.29,-63.12,2004,8,5,218,2004-08-05,-21.82,-8.02,0.54,99.06,8.02,9.23
"5273",46.29,-63.12,2004,8,6,219,2004-08-06,-7.27,-4.13,1.87,92.69,10.08,8.3
"5274",46.29,-63.12,2004,8,7,220,2004-08-07,-12.37,-5.55,0.49,90.69,5.07,11.16
"5275",46.29,-63.12,2004,8,8,221,2004-08-08,-15.03,-11.13,0.2,92.88,7.52,15.9
"5276",46.29,-63.12,2004,8,9,222,2004-08-09,-14.97,-12.52,0.56,90,3.49,23.48
"5277",46.29,-63.12,2004,8,10,223,2004-08-10,-15.05,-8.65,1.04,96.44,5.45,15.95
"5278",46.29,-63.12,2004,8,11,224,2004-08-11,-14.9,-4.52,7.19,91.75,11.05,10.53
"5279",46.29,-63.12,2004,8,12,225,2004-08-12,-17.75,-13.85,0.69,84.19,5.5,26.86
"5280",46.29,-63.12,2004,8,13,226,2004-08-13,-18.85,-15.52,0.33,87.38,7.95,21.15
"5281",46.29,-63.12,2004,8,14,227,2004-08-14,-15.81,-7.9,3.09,85.69,13.65,26.21
"5282",46.29,-63.12,2004,8,15,228,2004-08-15,-18.22,-16.01,0.01,91.38,5.65,16.96
"5283",46.29,-63.12,2004,8,16,229,2004-08-16,-19.35,-8.75,4,99.44,9.14,17.45
"5284",46.29,-63.12,2004,8,17,230,2004-08-17,-11.88,-5.55,2.57,88.44,8.91,31.5
"5285",46.29,-63.12,2004,8,18,231,2004-08-18,-14.08,-12.27,0.5,85.12,3.61,26.09
"5286",46.29,-63.12,2004,8,19,232,2004-08-19,-12.76,-8.66,2.74,90.81,6.91,46.22
"5287",46.29,-63.12,2004,8,20,233,2004-08-20,-13.78,-8.53,2.17,91.56,10.16,24.48
"5288",46.29,-63.12,2004,8,21,234,2004-08-21,-14.67,-9.06,9.19,88.44,9.91,15.27
"5289",46.29,-63.12,2004,8,22,235,2004-08-22,-16.85,-13.45,0.32,80.44,8.07,35.51
"5290",46.29,-63.12,2004,8,23,236,2004-08-23,-16.87,-12.24,0.6,92.69,6.73,22.34
"5291",46.29,-63.12,2004,8,24,237,2004-08-24,-11.74,-2.8,6.77,99.44,9.2,20.47
"5292",46.29,-63.12,2004,8,25,238,2004-08-25,-7.31,-2.96,2.84,93.56,5.93,37.79
"5293",46.29,-63.12,2004,8,26,239,2004-08-26,-16.6,-7.58,0.63,92.75,10.17,53.31
"5294",46.29,-63.12,2004,8,27,240,2004-08-27,-15.85,-12.55,0.44,89.19,8.91,26.25
"5295",46.29,-63.12,2004,8,28,241,2004-08-28,-17.86,-16.09,0.52,90.12,7.21,24.54
"5296",46.29,-63.12,2004,8,29,242,2004-08-29,-20.19,-15.08,0.63,88.69,10.72,56.55
"5297",46.29,-63.12,2004,8,30,243,2004-08-30,-19.05,-11.44,0.96,89.38,9.05,58.5
"5298",46.29,-63.12,2004,8,31,244,2004-08-31,-11.5,-7.95,10.33,92.25,8.84,21.15
"5299",46.29,-63.12,2004,9,1,245,2004-09-01,-14.94,-11.69,1.78,83.5,11.52,35.18
"5300",46.29,-63.12,2004,9,2,246,2004-09-02,-20.52,-15.6,0.41,88.12,7.38,43.97
"5301",46.29,-63.12,2004,9,3,247,2004-09-03,-20.6,-5.15,5,98.44,7.48,42.64
"5302",46.29,-63.12,2004,9,4,248,2004-09-04,-7.86,-5.46,4.75,93.38,8.43,56.74
"5303",46.29,-63.12,2004,9,5,249,2004-09-05,-13.06,-7.97,2.98,90.5,12.74,79.06
"5304",46.29,-63.12,2004,9,6,250,2004-09-06,-15.72,-12.55,1.17,86.25,7.57,41.25
"5305",46.29,-63.12,2004,9,7,251,2004-09-07,-12.81,-6.99,4.4,90.75,7.4,48.03
"5306",46.29,-63.12,2004,9,8,252,2004-09-08,-15.66,-8.29,0.71,87.56,4.28,59.69
"5307",46.29,-63.12,2004,9,9,253,2004-09-09,-16.85,-11.77,0.84,87.56,5.26,45.38
"5308",46.29,-63.12,2004,9,10,254,2004-09-10,-11.38,-2.13,3.99,94.56,8.62,44.38
"5309",46.29,-63.12,2004,9,11,255,2004-09-11,-7.98,-5.61,4.15,91.88,7.97,74.8
"5310",46.29,-63.12,2004,9,12,256,2004-09-12,-11.45,-8.81,0.94,89,8.56,94.69
"5311",46.29,-63.12,2004,9,13,257,2004-09-13,-12.94,-11.12,1.14,83.81,6.8,173.43
"5312",46.29,-63.12,2004,9,14,258,2004-09-14,-17.39,-12.95,0.14,79.94,4.54,51.25
"5313",46.29,-63.12,2004,9,15,259,2004-09-15,-17.85,-13.33,0.17,82,3.66,54.3
"5314",46.29,-63.12,2004,9,16,260,2004-09-16,-17.78,-11.83,3.09,89.94,11.52,142.62
"5315",46.29,-63.12,2004,9,17,261,2004-09-17,-16.07,-14.46,0.28,82.06,7.9,56.44
"5316",46.29,-63.12,2004,9,18,262,2004-09-18,-15.38,-1.6,7.42,94.44,6.73,47.87
"5317",46.29,-63.12,2004,9,19,263,2004-09-19,-9.38,-1.69,4.07,94.94,5.63,47.43
"5318",46.29,-63.12,2004,9,20,264,2004-09-20,-12.67,-9.17,1.44,85.25,8.2,60.23
"5319",46.29,-63.12,2004,9,21,265,2004-09-21,-14.05,-9.45,0.15,92.06,7.23,63.29
"5320",46.29,-63.12,2004,9,22,266,2004-09-22,-16.74,-12.7,1.39,90.5,7.12,59.64
"5321",46.29,-63.12,2004,9,23,267,2004-09-23,-11.99,-4.29,2.82,93.06,7.3,134.67
"5322",46.29,-63.12,2004,9,24,268,2004-09-24,-11.73,-7.76,0.26,89.19,6.74,102.28
"5323",46.29,-63.12,2004,9,25,269,2004-09-25,-12.52,-3.77,2.3,92.38,9.69,155.73
"5324",46.29,-63.12,2004,9,26,270,2004-09-26,-8.63,-1.73,2.7,94.62,9.08,111.55
"5325",46.29,-63.12,2004,9,27,271,2004-09-27,-18.12,-10.74,0.5,83.06,9.43,73.71
"5326",46.29,-63.12,2004,9,28,272,2004-09-28,-15.97,-8.79,0.87,89.5,6.02,63.55
"5327",46.29,-63.12,2004,9,29,273,2004-09-29,-15.7,-10.93,0.44,86.5,8.28,70.22
"5328",46.29,-63.12,2004,9,30,274,2004-09-30,-13.6,-5.69,2.15,93.31,8.69,112.84
"5329",46.29,-63.12,2004,10,1,275,2004-10-01,-8.31,-3.27,0.85,93.19,2.64,77.05
"5330",46.29,-63.12,2004,10,2,276,2004-10-02,-7.79,-3.6,0.74,90.38,1.91,110.97
"5331",46.29,-63.12,2004,10,3,277,2004-10-03,-10.38,-6.26,0.92,92.12,9.05,81.95
"5332",46.29,-63.12,2004,10,4,278,2004-10-04,-9.35,-5.88,7.58,89.5,11.59,117.06
"5333",46.29,-63.12,2004,10,5,279,2004-10-05,-12.57,-7.63,5.71,91.5,11.27,137.41
"5334",46.29,-63.12,2004,10,6,280,2004-10-06,-14.46,-10.49,0.35,85.5,3.94,77.84
"5335",46.29,-63.12,2004,10,7,281,2004-10-07,-10.77,-5.87,1.16,92,4.05,93.37
"5336",46.29,-63.12,2004,10,8,282,2004-10-08,-9.1,-1.37,2.18,92.88,7.3,85.23
"5337",46.29,-63.12,2004,10,9,283,2004-10-09,-3.63,-1.44,5.95,93.75,13.95,81.12
"5338",46.29,-63.12,2004,10,10,284,2004-10-10,-4.14,-1.28,0.79,87.75,7.46,92.41
"5339",46.29,-63.12,2004,10,11,285,2004-10-11,-5.42,-3.24,0.82,94.88,3.3,89.01
"5340",46.29,-63.12,2004,10,12,286,2004-10-12,-6.41,-4.44,2.01,93.31,6.33,88.98
"5341",46.29,-63.12,2004,10,13,287,2004-10-13,-7.28,-5.59,1.89,95.38,4.55,95.49
"5342",46.29,-63.12,2004,10,14,288,2004-10-14,-8.15,-5.5,0.74,89.19,2.95,102.51
"5343",46.29,-63.12,2004,10,15,289,2004-10-15,-8.85,-6.02,0.68,93.81,4,107.38
"5344",46.29,-63.12,2004,10,16,290,2004-10-16,-9.27,-4.25,2.89,92.81,7.64,102.03
"5345",46.29,-63.12,2004,10,17,291,2004-10-17,-9.27,-5.74,5.28,90.12,8.92,106.4
"5346",46.29,-63.12,2004,10,18,292,2004-10-18,-10.93,-7.68,0.49,87.56,9.2,141.05
"5347",46.29,-63.12,2004,10,19,293,2004-10-19,-11.87,-8.4,0.06,78.06,5.27,104.11
"5348",46.29,-63.12,2004,10,20,294,2004-10-20,-11.7,-1.02,6.81,95.94,8.13,177.23
"5349",46.29,-63.12,2004,10,21,295,2004-10-21,-6.32,-0.9,0.38,89.38,7.1,100.67
"5350",46.29,-63.12,2004,10,22,296,2004-10-22,-6.27,-2.02,7.96,94.56,8.17,101.66
"5351",46.29,-63.12,2004,10,23,297,2004-10-23,-5.99,-4.46,3.02,90.94,11.58,125.54
"5352",46.29,-63.12,2004,10,24,298,2004-10-24,-8.04,-4.3,1.43,86.75,11.02,126.16
"5353",46.29,-63.12,2004,10,25,299,2004-10-25,-9.35,-0.26,5.01,96.25,6.75,110.95
"5354",46.29,-63.12,2004,10,26,300,2004-10-26,-3.04,-0.88,2.38,91,8.16,135.97
"5355",46.29,-63.12,2004,10,27,301,2004-10-27,-3.94,-1.57,6.36,93.44,6.29,135.07
"5356",46.29,-63.12,2004,10,28,302,2004-10-28,-7.38,-3.78,1.52,88.06,4.98,132.25
"5357",46.29,-63.12,2004,10,29,303,2004-10-29,-7.33,-4.22,5.35,93.25,10.21,116.98
"5358",46.29,-63.12,2004,10,30,304,2004-10-30,-8.46,-5.42,1.04,86.94,8.77,130.89
"5359",46.29,-63.12,2004,10,31,305,2004-10-31,-8.6,-4.27,0.15,85.31,10.94,117.45
"5360",46.29,-63.12,2004,11,1,306,2004-11-01,-7.9,-3.7,2.45,88.69,9.66,117.68
"5361",46.29,-63.12,2004,11,2,307,2004-11-02,-5,-1.56,6.09,91.56,11.92,207.2
"5362",46.29,-63.12,2004,11,3,308,2004-11-03,-8.75,-5.66,0.16,78.94,9.88,130.28
"5363",46.29,-63.12,2004,11,4,309,2004-11-04,-7.6,-2.43,0.81,89.56,7.8,134.61
"5364",46.29,-63.12,2004,11,5,310,2004-11-05,-7.02,-2.24,2.77,90.81,9.51,152.62
"5365",46.29,-63.12,2004,11,6,311,2004-11-06,-9.51,-5.8,0.13,80.75,7.14,147.31
"5366",46.29,-63.12,2004,11,7,312,2004-11-07,-8.6,-4.31,0.1,78.12,2.73,151.79
"5367",46.29,-63.12,2004,11,8,313,2004-11-08,-10.27,-5.63,0.28,84.12,6.04,143.77
"5368",46.29,-63.12,2004,11,9,314,2004-11-09,-9.1,-6.06,0.73,88.69,7.48,140.22
"5369",46.29,-63.12,2004,11,10,315,2004-11-10,-5.99,-1.8,0.8,92.19,8.52,202.35
"5370",46.29,-63.12,2004,11,11,316,2004-11-11,-4.9,-0.91,0.92,91.25,6.83,148.82
"5371",46.29,-63.12,2004,11,12,317,2004-11-12,-3.8,-1.44,0.54,90.25,5.23,183.03
"5372",46.29,-63.12,2004,11,13,318,2004-11-13,-6.24,-4.02,0.45,84.62,8.95,174.05
"5373",46.29,-63.12,2004,11,14,319,2004-11-14,-6.67,-1.11,8.03,94.12,9.02,156.55
"5374",46.29,-63.12,2004,11,15,320,2004-11-15,-4.88,-2.14,0.36,86.69,3.34,217.32
"5375",46.29,-63.12,2004,11,16,321,2004-11-16,-6.33,-3.17,0.47,87.25,3.2,157.06
"5376",46.29,-63.12,2004,11,17,322,2004-11-17,-5.37,-1.52,0.9,88.56,5.26,155.89
"5377",46.29,-63.12,2004,11,18,323,2004-11-18,-5.39,-2.56,0.42,85.88,8.05,156.05
"5378",46.29,-63.12,2004,11,19,324,2004-11-19,-6.02,-2.44,0.51,90.12,5.92,153.29
"5379",46.29,-63.12,2004,11,20,325,2004-11-20,-3.48,-0.27,1.33,93.31,7.16,164.82
"5380",46.29,-63.12,2004,11,21,326,2004-11-21,-2.04,-0.14,8.99,95.38,9.77,151.12
"5381",46.29,-63.12,2004,11,22,327,2004-11-22,-5.1,-1.43,0.44,89.81,4.88,160.18
"5382",46.29,-63.12,2004,11,23,328,2004-11-23,-4.99,-2.64,3.14,92.25,8.51,163.91
"5383",46.29,-63.12,2004,11,24,329,2004-11-24,-3.52,-0.98,2.68,90.5,11.05,159.05
"5384",46.29,-63.12,2004,11,25,330,2004-11-25,-3.68,-0.62,1.22,92.88,6.77,170.7
"5385",46.29,-63.12,2004,11,26,331,2004-11-26,-3.72,-1.92,0.42,87.75,6.52,177.37
"5386",46.29,-63.12,2004,11,27,332,2004-11-27,-4.02,-0.67,4.57,90.75,13.1,162.18
"5387",46.29,-63.12,2004,11,28,333,2004-11-28,-2.24,-0.17,1.21,92.5,9.52,161.05
"5388",46.29,-63.12,2004,11,29,334,2004-11-29,-3.15,0.18,0.32,91.5,3.62,153.65
"5389",46.29,-63.12,2004,11,30,335,2004-11-30,-4.12,-1.32,0.4,87.81,9.91,187.57
"5390",46.29,-63.12,2004,12,1,336,2004-12-01,-3.03,-1.33,1.26,87.69,6.86,150.64
"5391",46.29,-63.12,2004,12,2,337,2004-12-02,-2.64,-0.95,5.85,92.94,8.34,126.81
"5392",46.29,-63.12,2004,12,3,338,2004-12-03,-2.2,-0.38,1.61,95.12,1.88,147.83
"5393",46.29,-63.12,2004,12,4,339,2004-12-04,-2.43,-1.44,0.52,89.62,5.2,131.59
"5394",46.29,-63.12,2004,12,5,340,2004-12-05,-4.2,-0.49,0.1,87.5,7.37,161.48
"5395",46.29,-63.12,2004,12,6,341,2004-12-06,-3.9,-1.13,0.16,87.94,4.85,138.95
"5396",46.29,-63.12,2004,12,7,342,2004-12-07,-3.27,-0.87,1.21,92.31,3.9,152.79
"5397",46.29,-63.12,2004,12,8,343,2004-12-08,-2.36,-0.93,4.68,93.94,10.62,130.77
"5398",46.29,-63.12,2004,12,9,344,2004-12-09,-2.02,-0.87,1.87,92,9.12,135.89
"5399",46.29,-63.12,2004,12,10,345,2004-12-10,-2.13,-0.73,1.93,90.56,7.58,122.41
"5400",46.29,-63.12,2004,12,11,346,2004-12-11,-1.69,-0.51,0.41,88.94,8.06,129.55
"5401",46.29,-63.12,2004,12,12,347,2004-12-12,-2.11,-0.53,1.34,92.44,6.72,80.1
"5402",46.29,-63.12,2004,12,13,348,2004-12-13,-2.3,-0.77,1.33,90.38,8.9,73.93
"5403",46.29,-63.12,2004,12,14,349,2004-12-14,-1.38,-0.7,0.6,93.5,8.42,113.36
"5404",46.29,-63.12,2004,12,15,350,2004-12-15,-1.02,-0.66,4.05,97.19,9.7,74.33
"5405",46.29,-63.12,2004,12,16,351,2004-12-16,-1.37,-0.71,0.75,97.69,6.12,84.84
"5406",46.29,-63.12,2004,12,17,352,2004-12-17,-1.52,-0.92,2.62,94.31,5.81,69.34
"5407",46.29,-63.12,2004,12,18,353,2004-12-18,-1.67,-1.3,0.93,90,6.48,76.2
"5408",46.29,-63.12,2004,12,19,354,2004-12-19,-1.66,-1.13,1.62,92.56,7.23,86.55
"5409",46.29,-63.12,2004,12,20,355,2004-12-20,-1.49,-0.98,1.75,91.31,11.7,87.15
"5410",46.29,-63.12,2004,12,21,356,2004-12-21,-1.1,-0.77,1.91,92.62,12.38,93.85
"5411",46.29,-63.12,2004,12,22,357,2004-12-22,-1.41,-0.94,0.75,92.44,8.34,85.66
"5412",46.29,-63.12,2004,12,23,358,2004-12-23,-1.67,-1.07,0.47,89.81,7.05,95.76
"5413",46.29,-63.12,2004,12,24,359,2004-12-24,-1.77,-0.83,0.14,88.69,5.82,124.52
"5414",46.29,-63.12,2004,12,25,360,2004-12-25,-2.7,-1.63,0.33,87.94,2.45,89.27
"5415",46.29,-63.12,2004,12,26,361,2004-12-26,-2.63,-1.29,3.79,92.94,7.83,103.08
"5416",46.29,-63.12,2004,12,27,362,2004-12-27,-2.01,-0.53,1.48,92.69,6.27,97.8
"5417",46.29,-63.12,2004,12,28,363,2004-12-28,-1.64,-0.63,3.13,89.5,5.75,93.33
"5418",46.29,-63.12,2004,12,29,364,2004-12-29,-0.96,-0.39,0.28,93.69,5.15,100.58
"5419",46.29,-63.12,2004,12,30,365,2004-12-30,-1.7,-0.31,6.26,93.62,8.13,116.73
"5420",46.29,-63.12,2004,12,31,366,2004-12-31,-0.74,-0.28,4.69,96.44,7.84,67.2
"5421",46.29,-63.12,2005,1,1,1,2005-01-01,-0.7,-0.54,2.1,95.38,6.04,82.4
"5422",46.29,-63.12,2005,1,2,2,2005-01-02,-0.75,-0.07,2.59,91.06,10,87.77
"5423",46.29,-63.12,2005,1,3,3,2005-01-03,-1.85,-0.26,0.9,88.5,4.52,83.3
"5424",46.29,-63.12,2005,1,4,4,2005-01-04,-1.87,-0.43,0.88,87.56,4.47,90.53
"5425",46.29,-63.12,2005,1,5,5,2005-01-05,-1.2,-0.07,3.05,91.94,6.88,98.01
"5426",46.29,-63.12,2005,1,6,6,2005-01-06,-0.9,-0.17,1.9,90.12,3.36,81.3
"5427",46.29,-63.12,2005,1,7,7,2005-01-07,-2.07,-0.49,0.81,86.12,5.25,86.45
"5428",46.29,-63.12,2005,1,8,8,2005-01-08,-1.96,-0.2,0.73,89.44,7.2,65.19
"5429",46.29,-63.12,2005,1,9,9,2005-01-09,-1.68,-0.16,2.23,91.44,4.72,110.3
"5430",46.29,-63.12,2005,1,10,10,2005-01-10,-2.71,-0.8,0.45,87.88,1.57,127.28
"5431",46.29,-63.12,2005,1,11,11,2005-01-11,-1.2,0.62,0.03,69.06,2.13,112.7
"5432",46.29,-63.12,2005,1,12,12,2005-01-12,-1.49,0.41,0.79,88,4.15,91.78
"5433",46.29,-63.12,2005,1,13,13,2005-01-13,-1.46,-0.63,0.94,87.25,5.05,85.66
"5434",46.29,-63.12,2005,1,14,14,2005-01-14,-2.05,-0.94,1.29,88.5,2.34,91.11
"5435",46.29,-63.12,2005,1,15,15,2005-01-15,-2.13,-0.51,0.37,77.81,1.03,97.29
"5436",46.29,-63.12,2005,1,16,16,2005-01-16,-0.77,0.65,0.12,71,2.61,92.83
"5437",46.29,-63.12,2005,1,17,17,2005-01-17,-0.45,-0.02,4.4,92.56,8.48,77.26
"5438",46.29,-63.12,2005,1,18,18,2005-01-18,-0.68,0.33,1.77,91.44,5.55,71.76
"5439",46.29,-63.12,2005,1,19,19,2005-01-19,-0.68,0.27,2.39,90.94,6.1,88.73
"5440",46.29,-63.12,2005,1,20,20,2005-01-20,-0.56,0.22,1.62,89.38,7.64,79.1
"5441",46.29,-63.12,2005,1,21,21,2005-01-21,-0.6,1.22,0.26,83.75,4.92,123.24
"5442",46.29,-63.12,2005,1,22,22,2005-01-22,-0.6,0.37,0.38,85.25,5.33,83
"5443",46.29,-63.12,2005,1,23,23,2005-01-23,-0.6,0.68,0.55,84.44,7.45,89.98
"5444",46.29,-63.12,2005,1,24,24,2005-01-24,-0.03,0.44,0.55,85.75,6.26,97.12
"5445",46.29,-63.12,2005,1,25,25,2005-01-25,-0.88,0.37,0.05,79.94,6.01,115.62
"5446",46.29,-63.12,2005,1,26,26,2005-01-26,-0.88,0.48,0.24,81.88,8.16,113.78
"5447",46.29,-63.12,2005,1,27,27,2005-01-27,-0.38,0.38,0.33,82.62,6.27,106.27
"5448",46.29,-63.12,2005,1,28,28,2005-01-28,-0.29,1.09,0.81,80.06,6.41,82.55
"5449",46.29,-63.12,2005,1,29,29,2005-01-29,-1.24,0.38,0.54,79.69,5.5,83.16
"5450",46.29,-63.12,2005,1,30,30,2005-01-30,-0.2,1.25,3.43,87.62,6.78,54.34
"5451",46.29,-63.12,2005,1,31,31,2005-01-31,0.47,1.37,1.46,86.12,10.99,90.87
"5452",46.29,-63.12,2005,2,1,32,2005-02-01,-0.38,0.8,1.07,82.31,6.9,89.46
"5453",46.29,-63.12,2005,2,2,33,2005-02-02,-1.7,1.76,3.62,86.88,5.55,79.98
"5454",46.29,-63.12,2005,2,3,34,2005-02-03,0.76,1.94,1.06,89.31,9.1,61.68
"5455",46.29,-63.12,2005,2,4,35,2005-02-04,-0.43,0.71,0.49,82.81,4.18,83.93
"5456",46.29,-63.12,2005,2,5,36,2005-02-05,-1.2,0.41,0.64,88.38,3.48,86.66
"5457",46.29,-63.12,2005,2,6,37,2005-02-06,-1.12,0.06,0.28,81.5,4,92.31
"5458",46.29,-63.12,2005,2,7,38,2005-02-07,-1.02,-0.13,1.7,84.31,5.74,76.63
"5459",46.29,-63.12,2005,2,8,39,2005-02-08,-0.33,0.69,6.37,87.31,10.75,52.05
"5460",46.29,-63.12,2005,2,9,40,2005-02-09,0.51,1.58,0.48,83.5,3.82,68.83
"5461",46.29,-63.12,2005,2,10,41,2005-02-10,0.51,1.45,1.97,88.5,7.46,53.33
"5462",46.29,-63.12,2005,2,11,42,2005-02-11,0.39,1.47,1.89,87.56,8.24,61.28
"5463",46.29,-63.12,2005,2,12,43,2005-02-12,-0.69,1.58,1.07,84.5,3.74,85.48
"5464",46.29,-63.12,2005,2,13,44,2005-02-13,-1.55,1.25,3.61,88.62,7.62,57.31
"5465",46.29,-63.12,2005,2,14,45,2005-02-14,-1.39,1.65,5.71,87.69,6.02,51.89
"5466",46.29,-63.12,2005,2,15,46,2005-02-15,-0.21,1.53,1.75,87.81,6.04,57.14
"5467",46.29,-63.12,2005,2,16,47,2005-02-16,-0.09,1.68,1.34,83.94,9.35,66.14
"5468",46.29,-63.12,2005,2,17,48,2005-02-17,0.93,1.84,1.84,91.94,10.14,42.18
"5469",46.29,-63.12,2005,2,18,49,2005-02-18,1.06,2.14,0.64,94.38,7.53,40.41
"5470",46.29,-63.12,2005,2,19,50,2005-02-19,0.54,1.32,0.68,86.19,5.9,52.86
"5471",46.29,-63.12,2005,2,20,51,2005-02-20,0.15,0.88,7.15,91.62,7.36,34.43
"5472",46.29,-63.12,2005,2,21,52,2005-02-21,-0.41,0.79,1.71,83.12,8.89,47.48
"5473",46.29,-63.12,2005,2,22,53,2005-02-22,0.11,1.37,1.49,87.12,7.29,56.54
"5474",46.29,-63.12,2005,2,23,54,2005-02-23,-0.4,1.41,2.41,82.44,6.33,63.22
"5475",46.29,-63.12,2005,2,24,55,2005-02-24,0.51,1.6,1.98,86.12,8.94,54.55
"5476",46.29,-63.12,2005,2,25,56,2005-02-25,0.77,1.76,9.21,93.44,13.21,19.66
"5477",46.29,-63.12,2005,2,26,57,2005-02-26,0.51,1.45,0.53,85.62,9.05,76.89
"5478",46.29,-63.12,2005,2,27,58,2005-02-27,-0.99,0.76,2.67,84.38,9.48,36.88
"5479",46.29,-63.12,2005,2,28,59,2005-02-28,-2.32,-0.87,0.5,75,6.68,36.41
"5480",46.29,-63.12,2005,3,1,60,2005-03-01,-2.24,-0.7,0.47,77.38,6.05,79.73
"5481",46.29,-63.12,2005,3,2,61,2005-03-02,-1.28,0.1,0.04,75.62,10.47,67.39
